תחנה:עצמאות חיפה -  , SO2      , PM1      , Spare    , TOLUENE  , Benzen   , 1,3 But  , SHT      , PM2.5    , PM10     , CO       , No2      , Nox      , No       , תאריך  \ שעה             
 , ppb      , g/m3µ    , None     , ppb      , ppb      , ppb      , °c       , µg/m3    , µg/m3    , ppm      , ppb      , ppb      , ppb      ,                          
 , 0.0      , 19       , Down     , InVld    , InVld    , Down     , Down     , 29.9     , Down     , 0.3      , InVld    , Calib    , Calib    , 10/06/2018 14:15         
 , 0.0      , 20       , Down     , InVld    , InVld    , Down     , Down     , 30.1     , Down     , 0.3      , InVld    , Calib    , Calib    , 10/06/2018 14:20         
 , 0.0      , 23       , Down     , InVld    , InVld    , Down     , Down     , 31.1     , Down     , 0.3      , InVld    , Calib    , Calib    , 10/06/2018 14:25         
 , 0.0      , 28       , Down     , InVld    , InVld    , Down     , Down     , 29.5     , Down     , 0.3      , InVld    , Calib    , Calib    , 10/06/2018 14:30         
 , 0.0      , 26       , Down     , InVld    , InVld    , Down     , Down     , 27.3     , Down     , 0.3      , 6.6      , 7.7      , 1.1      , 10/06/2018 14:35         
 , 0.0      , 25       , Down     , InVld    , InVld    , Down     , Down     , 23.7     , Down     , 0.3      , 9.0      , 12.3     , 3.2      , 10/06/2018 14:40         
 , Calib    , 28       , Down     , InVld    , InVld    , Down     , Down     , 19.7     , Down     , 0.3      , 8.1      , 11.1     , 2.8      , 10/06/2018 14:45         
 , Calib    , 30       , Down     , InVld    , InVld    , Down     , Down     , 18.3     , Down     , 0.3      , 14.2     , 18.9     , 4.8      , 10/06/2018 14:50         
 , Calib    , 28       , Down     , InVld    , InVld    , Down     , Down     , 16.3     , Down     , 0.3      , 11.4     , 15.7     , 4.3      , 10/06/2018 14:55         
 , Calib    , 26       , Down     , 0.01     , 0.01     , Down     , Down     , 14.7     , Down     , 0.3      , 12.1     , 19.9     , 7.9      , 10/06/2018 15:00         
 , Calib    , 23       , Down     , 0.02     , 0.02     , Down     , Down     , 13.3     , Down     , 0.2      , 9.1      , 14.7     , 5.6      , 10/06/2018 15:05         
 , Calib    , 18       , Down     , 0.02     , 0.02     , Down     , Down     , 10.5     , Down     , 0.2      , 9.5      , 14.7     , 5.0      , 10/06/2018 15:10         
 , Calib    , 15       , Down     , 0.02     , 0.02     , Down     , Down     , 11.5     , Down     , 0.2      , 6.5      , 8.5      , 2.2      , 10/06/2018 15:15         
 , 0.0      , 13       , Down     , 0.02     , 0.02     , Down     , Down     , 12.9     , Down     , 0.3      , 9.4      , 13.7     , 3.6      , 10/06/2018 15:20         
 , 0.0      , 11       , Down     , 0.02     , 0.02     , Down     , Down     , 15.3     , Down     , 0.3      , 13.2     , 27.1     , 14.2     , 10/06/2018 15:25         
 , 0.0      , 12       , Down     , 0.01     , 0.01     , Down     , Down     , 19.4     , Down     , 0.3      , 10.8     , 14.5     , 4.1      , 10/06/2018 15:30         
 , 0.0      , 10       , Down     , 0.00     , 0.00     , Down     , Down     , 24.0     , Down     , 0.3      , 12.9     , 21.0     , 8.1      , 10/06/2018 15:35         
 , 0.0      , 9        , Down     , 0.00     , 0.00     , Down     , Down     , 27.9     , Down     , 0.4      , 14.0     , 29.7     , 15.5     , 10/06/2018 15:40         
 , 0.0      , 13       , Down     , 0.00     , 0.00     , Down     , Down     , 30.4     , Down     , 0.3      , 11.7     , 20.4     , 8.9      , 10/06/2018 15:45         
 , 0.0      , 14       , Down     , 0.00     , 0.00     , Down     , Down     , 32.4     , Down     , 0.3      , 14.8     , 24.5     , 9.2      , 10/06/2018 15:50         
 , 0.0      , 13       , Down     , 0.00     , 0.00     , Down     , Down     , 35.6     , Down     , 0.4      , 19.2     , 28.1     , 9.5      , 10/06/2018 15:55         
 , 0.0      , 15       , Down     , 0.01     , 0.00     , Down     , Down     , 41.8     , Down     , 0.3      , 6.9      , 12.2     , 5.3      , 10/06/2018 16:00         
 , 0.0      , 17       , Down     , 0.03     , 0.00     , Down     , Down     , 44.6     , Down     , 0.3      , 4.8      , 11.6     , 6.6      , 10/06/2018 16:05         
 , 0.0      , 19       , Down     , 0.03     , 0.00     , Down     , Down     , 43.9     , Down     , 0.3      , 9.2      , 14.2     , 5.3      , 10/06/2018 16:10         
 , 0.0      , 19       , Down     , 0.03     , 0.00     , Down     , Down     , 45.7     , Down     , 0.4      , 25.4     , 57.3     , 31.7     , 10/06/2018 16:15         
 , 0.0      , 22       , Down     , 0.03     , 0.00     , Down     , Down     , 44.4     , Down     , 0.3      , 9.2      , 17.9     , 8.5      , 10/06/2018 16:20         
 , 0.0      , 24       , Down     , 0.03     , 0.00     , Down     , Down     , 40.9     , Down     , 0.3      , 8.1      , 10.9     , 3.0      , 10/06/2018 16:25         
 , 0.0      , 28       , Down     , 0.02     , 0.00     , Down     , Down     , 36.0     , Down     , 0.3      , 9.4      , 13.9     , 4.7      , 10/06/2018 16:30         
 , 0.0      , 32       , Down     , 0.00     , 0.00     , Down     , Down     , 32.9     , Down     , 0.3      , 4.9      , 7.6      , 2.7      , 10/06/2018 16:35         
 , 0.0      , 33       , Down     , 0.00     , 0.00     , Down     , Down     , 30.8     , Down     , 0.3      , 5.7      , 10.0     , 4.3      , 10/06/2018 16:40         
 , 0.0      , 33       , Down     , 0.00     , 0.00     , Down     , Down     , 24.5     , Down     , 0.3      , 5.5      , 6.8      , 1.2      , 10/06/2018 16:45         
 , 0.0      , 34       , Down     , 0.00     , 0.00     , Down     , Down     , 20.3     , Down     , 0.3      , 11.5     , 16.8     , 5.4      , 10/06/2018 16:50         
 , 0.0      , 29       , Down     , 0.00     , 0.00     , Down     , Down     , 15.9     , Down     , 0.3      , 6.4      , 9.8      , 3.1      , 10/06/2018 16:55         
 , 0.0      , 25       , Down     , 0.01     , 0.00     , Down     , Down     , 17.1     , Down     , 0.3      , 8.9      , 12.8     , 4.2      , 10/06/2018 17:00         
 , 0.0      , 22       , Down     , 0.02     , 0.00     , Down     , Down     , 20.0     , Down     , 0.4      , 8.1      , 12.2     , 3.9      , 10/06/2018 17:05         
 , 0.0      , 18       , Down     , 0.02     , 0.00     , Down     , Down     , 24.9     , Down     , 0.3      , 6.0      , 8.1      , 2.2      , 10/06/2018 17:10         
 , 0.0      , 10       , Down     , 0.02     , 0.00     , Down     , Down     , 30.5     , Down     , 0.3      , 6.1      , 8.1      , 2.0      , 10/06/2018 17:15         
 , 0.0      , 4        , Down     , 0.02     , 0.00     , Down     , Down     , 32.3     , Down     , 0.3      , 6.0      , 7.6      , 1.5      , 10/06/2018 17:20         
 , 0.0      , 0        , Down     , 0.02     , 0.00     , Down     , Down     , 31.1     , Down     , 0.3      , 5.3      , 6.7      , 1.4      , 10/06/2018 17:25         
 , 0.0      , 0        , Down     , 0.01     , 0.00     , Down     , Down     , 30.6     , Down     , 0.3      , 6.3      , 7.4      , 1.1      , 10/06/2018 17:30         
 , 0.0      , 5        , Down     , 0.00     , 0.00     , Down     , Down     , 32.8     , Down     , 0.3      , 8.4      , 10.8     , 2.4      , 10/06/2018 17:35         
 , 0.0      , 6        , Down     , 0.00     , 0.00     , Down     , Down     , 34.0     , Down     , 0.3      , 6.0      , 9.0      , 3.0      , 10/06/2018 17:40         
 , 0.0      , 7        , Down     , 0.00     , 0.00     , Down     , Down     , 31.6     , Down     , 0.3      , 5.3      , 6.0      , 0.8      , 10/06/2018 17:45         
 , 0.0      , 11       , Down     , 0.00     , 0.00     , Down     , Down     , 30.5     , Down     , 0.3      , 5.2      , 6.3      , 1.1      , 10/06/2018 17:50         
 , 0.0      , 15       , Down     , 0.00     , 0.00     , Down     , Down     , 25.0     , Down     , 0.3      , 7.5      , 10.6     , 3.0      , 10/06/2018 17:55         
 , 0.0      , 15       , Down     , 0.00     , 0.00     , Down     , Down     , 21.9     , Down     , 0.3      , 4.9      , 9.1      , 4.3      , 10/06/2018 18:00         
 , 0.0      , 16       , Down     , 0.00     , 0.00     , Down     , Down     , 19.6     , Down     , 0.3      , 9.6      , 12.3     , 2.5      , 10/06/2018 18:05         
 , 0.0      , 15       , Down     , 0.00     , 0.00     , Down     , Down     , 22.1     , Down     , 0.4      , 16.1     , 24.7     , 8.4      , 10/06/2018 18:10         
 , 0.0      , 13       , Down     , 0.00     , 0.00     , Down     , Down     , 25.5     , Down     , 0.3      , 9.4      , 13.6     , 4.4      , 10/06/2018 18:15         
 , 0.0      , 13       , Down     , 0.00     , 0.00     , Down     , Down     , 28.1     , Down     , 0.3      , 7.2      , 9.1      , 1.9      , 10/06/2018 18:20         
 , 0.0      , 14       , Down     , 0.00     , 0.00     , Down     , Down     , 28.0     , Down     , 0.3      , 6.2      , 7.1      , 1.1      , 10/06/2018 18:25         
 , 0.0      , 14       , Down     , 0.01     , 0.00     , Down     , Down     , 30.8     , Down     , 0.3      , 6.9      , 8.7      , 1.8      , 10/06/2018 18:30         
 , 0.0      , 16       , Down     , 0.02     , 0.00     , Down     , Down     , 30.7     , Down     , 0.3      , 5.8      , 8.3      , 2.2      , 10/06/2018 18:35         
 , 0.0      , 19       , Down     , 0.02     , 0.00     , Down     , Down     , 28.1     , Down     , 0.5      , 13.4     , 26.9     , 13.7     , 10/06/2018 18:40         
 , 0.0      , 21       , Down     , 0.02     , 0.00     , Down     , Down     , 26.7     , Down     , 0.4      , 12.6     , 20.4     , 7.6      , 10/06/2018 18:45         
 , 0.0      , 24       , Down     , 0.02     , 0.00     , Down     , Down     , 25.2     , Down     , 0.3      , 6.1      , 6.8      , 1.0      , 10/06/2018 18:50         
 , 0.0      , 26       , Down     , 0.02     , 0.00     , Down     , Down     , 22.6     , Down     , 0.3      , 6.1      , 6.8      , 0.6      , 10/06/2018 18:55         
 , 0.0      , 29       , Down     , 0.02     , 0.00     , Down     , Down     , 21.8     , Down     , 0.3      , 8.6      , 10.3     , 1.6      , 10/06/2018 19:00         
 , 0.0      , 29       , Down     , 0.02     , 0.00     , Down     , Down     , 17.1     , Down     , 0.3      , 6.2      , 7.8      , 1.8      , 10/06/2018 19:05         
 , 0.0      , 25       , Down     , 0.02     , 0.00     , Down     , Down     , 14.2     , Down     , 0.3      , 5.0      , 7.2      , 1.7      , 10/06/2018 19:10         
 , 0.0      , 21       , Down     , 0.02     , 0.00     , Down     , Down     , 16.1     , Down     , 0.3      , 7.6      , 11.2     , 4.0      , 10/06/2018 19:15         
 , 0.0      , 15       , Down     , 0.02     , 0.00     , Down     , Down     , 21.9     , Down     , 0.3      , 9.0      , 13.7     , 4.8      , 10/06/2018 19:20         
 , 0.0      , 11       , Down     , 0.02     , 0.00     , Down     , Down     , 27.3     , Down     , 0.4      , 5.0      , 7.3      , 2.3      , 10/06/2018 19:25         
 , 0.0      , 9        , Down     , 0.01     , 0.00     , Down     , Down     , 32.7     , Down     , 0.3      , 7.4      , 10.4     , 2.9      , 10/06/2018 19:30         
 , 0.0      , 6        , Down     , 0.00     , 0.00     , Down     , Down     , 30.8     , Down     , 0.3      , 5.3      , 5.9      , 0.7      , 10/06/2018 19:35         
 , 0.0      , 3        , Down     , 0.00     , 0.00     , Down     , Down     , 27.0     , Down     , 0.3      , 3.9      , 3.8      , 0.0      , 10/06/2018 19:40         
 , 0.0      , 1        , Down     , 0.00     , 0.00     , Down     , Down     , 27.9     , Down     , 0.3      , 5.2      , 5.6      , 0.1      , 10/06/2018 19:45         
 , 0.0      , 0        , Down     , 0.00     , 0.00     , Down     , Down     , 27.1     , Down     , 0.4      , 15.6     , 21.8     , 5.9      , 10/06/2018 19:50         
 , 0.0      , 0        , Down     , 0.00     , 0.00     , Down     , Down     , 24.5     , Down     , 0.3      , 8.7      , 10.2     , 1.9      , 10/06/2018 19:55         
 , 0.0      , 2        , Down     , 0.01     , 0.00     , Down     , Down     , 22.6     , Down     , 0.3      , 11.1     , 14.2     , 3.2      , 10/06/2018 20:00         
 , 0.0      , 1        , Down     , 0.03     , 0.00     , Down     , Down     , 18.5     , Down     , 0.3      , 6.1      , 6.9      , 0.8      , 10/06/2018 20:05         
 , 0.0      , 0        , Down     , 0.03     , 0.00     , Down     , Down     , 13.0     , Down     , 0.3      , 4.6      , 5.2      , 0.7      , 10/06/2018 20:10         
 , 0.0      , 2        , Down     , 0.03     , 0.00     , Down     , Down     , 10.5     , Down     , 0.3      , 7.6      , 8.1      , 0.4      , 10/06/2018 20:15         
 , 0.0      , 3        , Down     , 0.03     , 0.00     , Down     , Down     , 12.8     , Down     , 0.3      , 7.5      , 7.9      , 0.4      , 10/06/2018 20:20         
 , 0.0      , 5        , Down     , 0.03     , 0.00     , Down     , Down     , 17.1     , Down     , 0.3      , 6.7      , 7.3      , 0.5      , 10/06/2018 20:25         
 , 0.0      , 8        , Down     , 0.03     , 0.00     , Down     , Down     , 20.0     , Down     , 0.3      , 9.7      , 12.0     , 2.5      , 10/06/2018 20:30         
 , 0.0      , 9        , Down     , 0.04     , 0.00     , Down     , Down     , 19.6     , Down     , 0.3      , 4.0      , 4.1      , 0.2      , 10/06/2018 20:35         
 , 0.0      , 6        , Down     , 0.04     , 0.00     , Down     , Down     , 16.7     , Down     , 0.3      , 5.8      , 6.9      , 1.0      , 10/06/2018 20:40         
 , 0.0      , 4        , Down     , 0.04     , 0.00     , Down     , Down     , 17.5     , Down     , 0.3      , 5.3      , 5.9      , 0.7      , 10/06/2018 20:45         
 , 0.0      , 1        , Down     , 0.04     , 0.00     , Down     , Down     , 15.3     , Down     , 0.3      , 6.3      , 7.0      , 0.7      , 10/06/2018 20:50         
 , 0.0      , 0        , Down     , 0.04     , 0.00     , Down     , Down     , 15.5     , Down     , 0.3      , 6.4      , 8.5      , 2.2      , 10/06/2018 20:55         
 , 0.0      , 1        , Down     , 0.06     , 0.00     , Down     , Down     , 19.8     , Down     , 0.3      , 3.6      , 4.0      , 0.4      , 10/06/2018 21:00         
 , 0.0      , 3        , Down     , 0.08     , 0.00     , Down     , Down     , 19.3     , Down     , 0.3      , 4.4      , 4.9      , 0.4      , 10/06/2018 21:05         
 , 0.0      , 2        , Down     , 0.08     , 0.00     , Down     , Down     , 20.4     , Down     , 0.3      , 3.2      , 3.3      , 0.2      , 10/06/2018 21:10         
 , 0.0      , 3        , Down     , 0.08     , 0.00     , Down     , Down     , 21.4     , Down     , 0.3      , 6.4      , 7.0      , 0.6      , 10/06/2018 21:15         
 , 0.0      , 2        , Down     , 0.08     , 0.00     , Down     , Down     , 18.5     , Down     , 0.4      , 4.8      , 6.0      , 1.1      , 10/06/2018 21:20         
 , 0.0      , 4        , Down     , 0.08     , 0.00     , Down     , Down     , 20.6     , Down     , 0.4      , 9.4      , 13.9     , 4.5      , 10/06/2018 21:25         
 , 0.0      , 9        , Down     , 0.05     , 0.02     , Down     , Down     , 22.0     , Down     , 0.3      , 4.4      , 4.7      , 0.3      , 10/06/2018 21:30         
 , 0.0      , 11       , Down     , 0.00     , 0.04     , Down     , Down     , 24.4     , Down     , 0.3      , 3.6      , 3.6      , 0.2      , 10/06/2018 21:35         
 , 0.0      , 12       , Down     , 0.00     , 0.04     , Down     , Down     , 22.8     , Down     , 0.3      , 5.9      , 10.8     , 4.5      , 10/06/2018 21:40         
 , 0.0      , 11       , Down     , 0.00     , 0.04     , Down     , Down     , 21.1     , Down     , 0.3      , 9.5      , 11.8     , 2.4      , 10/06/2018 21:45         
 , 0.0      , 8        , Down     , 0.00     , 0.04     , Down     , Down     , 17.1     , Down     , 0.3      , 7.7      , 10.1     , 2.4      , 10/06/2018 21:50         
 , 0.0      , 7        , Down     , 0.00     , 0.04     , Down     , Down     , 16.9     , Down     , 0.3      , 5.6      , 6.0      , 0.4      , 10/06/2018 21:55         
 , 0.0      , 7        , Down     , 0.03     , 0.02     , Down     , Down     , 19.0     , Down     , 0.3      , 3.6      , 3.7      , 0.1      , 10/06/2018 22:00         
 , 0.0      , 8        , Down     , 0.07     , 0.00     , Down     , Down     , 17.6     , Down     , 0.3      , 6.8      , 9.3      , 2.4      , 10/06/2018 22:05         
 , 0.0      , 8        , Down     , 0.07     , 0.00     , Down     , Down     , 16.5     , Down     , 0.3      , 15.1     , 20.3     , 4.6      , 10/06/2018 22:10         
 , 0.0      , 6        , Down     , 0.07     , 0.00     , Down     , Down     , 20.0     , Down     , 0.4      , 17.7     , 27.8     , 10.6     , 10/06/2018 22:15         
 , 0.0      , 4        , Down     , 0.07     , 0.00     , Down     , Down     , 19.3     , Down     , 0.4      , 11.8     , 13.9     , 1.9      , 10/06/2018 22:20         
 , 0.0      , 1        , Down     , 0.07     , 0.00     , Down     , Down     , 21.3     , Down     , 0.3      , 9.7      , 11.8     , 2.3      , 10/06/2018 22:25         
 , 0.0      , 1        , Down     , 0.09     , 0.00     , Down     , Down     , 23.3     , Down     , 0.3      , 5.5      , 6.0      , 0.7      , 10/06/2018 22:30         
 , 0.0      , 0        , Down     , 0.11     , 0.00     , Down     , Down     , 25.2     , Down     , 0.3      , 6.4      , 7.2      , 0.7      , 10/06/2018 22:35         
 , 0.0      , 3        , Down     , 0.11     , 0.00     , Down     , Down     , 22.9     , Down     , 0.3      , 4.5      , 5.1      , 0.6      , 10/06/2018 22:40         
 , 0.0      , 6        , Down     , 0.11     , 0.00     , Down     , Down     , 18.9     , Down     , 0.3      , 5.5      , 6.1      , 0.5      , 10/06/2018 22:45         
 , 0.0      , 7        , Down     , 0.11     , 0.00     , Down     , Down     , 17.0     , Down     , 0.3      , 5.8      , 6.8      , 1.0      , 10/06/2018 22:50         
 , 0.0      , 8        , Down     , 0.11     , 0.00     , Down     , Down     , 19.3     , Down     , 0.3      , 4.9      , 5.5      , 0.7      , 10/06/2018 22:55         
 , 0.0      , 9        , Down     , 0.07     , 0.00     , Down     , Down     , 19.5     , Down     , 0.3      , 5.7      , 7.4      , 1.8      , 10/06/2018 23:00         
 , 0.0      , 8        , Down     , 0.00     , 0.00     , Down     , Down     , 19.1     , Down     , 0.3      , 11.1     , 15.5     , 4.0      , 10/06/2018 23:05         
 , 0.0      , 6        , Down     , 0.00     , 0.00     , Down     , Down     , 16.6     , Down     , 0.3      , 6.3      , 6.8      , 1.0      , 10/06/2018 23:10         
 , 0.0      , 5        , Down     , 0.00     , 0.00     , Down     , Down     , 15.8     , Down     , 0.3      , 4.4      , 4.8      , 0.3      , 10/06/2018 23:15         
 , 0.0      , 7        , Down     , 0.00     , 0.00     , Down     , Down     , 16.3     , Down     , 0.3      , 5.7      , 6.3      , 0.8      , 10/06/2018 23:20         
 , 0.0      , 7        , Down     , 0.00     , 0.00     , Down     , Down     , 14.9     , Down     , 0.3      , 6.7      , 9.7      , 2.7      , 10/06/2018 23:25         
 , 0.0      , 8        , Down     , 0.00     , 0.02     , Down     , Down     , 13.8     , Down     , 0.3      , 6.8      , 7.3      , 0.7      , 10/06/2018 23:30         
 , 0.0      , 6        , Down     , 0.00     , 0.05     , Down     , Down     , 14.8     , Down     , 0.3      , 4.6      , 4.5      , 0.0      , 10/06/2018 23:35         
 , 0.0      , 7        , Down     , 0.00     , 0.05     , Down     , Down     , 15.4     , Down     , 0.3      , 4.0      , 4.5      , 0.5      , 10/06/2018 23:40         
 , 0.0      , 8        , Down     , 0.00     , 0.05     , Down     , Down     , 14.4     , Down     , 0.4      , 14.9     , 21.2     , 6.2      , 10/06/2018 23:45         
 , 0.0      , 10       , Down     , 0.00     , 0.05     , Down     , Down     , 11.1     , Down     , 0.3      , 7.0      , 8.9      , 1.9      , 10/06/2018 23:50         
 , 0.0      , 11       , Down     , 0.00     , 0.05     , Down     , Down     , 9.6      , Down     , 0.3      , 5.0      , 6.1      , 1.2      , 10/06/2018 23:55         
 , 0.0      , 11       , Down     , 0.01     , 0.05     , Down     , Down     , 9.9      , Down     , 0.3      , 2.7      , 2.5      , 0.0      , 10/06/2018 24:00         
 , 0.0      , 11       , Down     , 0.02     , 0.04     , Down     , Down     , 8.7      , Down     , 0.3      , 2.0      , 1.7      , 0.0      , 11/06/2018 00:05         
 , 0.0      , 10       , Down     , 0.02     , 0.04     , Down     , Down     , 7.9      , Down     , 0.3      , 2.0      , 1.8      , 0.0      , 11/06/2018 00:10         
 , Calib    , 8        , Down     , 0.02     , 0.04     , Down     , Down     , 8.1      , Down     , 0.3      , 3.8      , 4.2      , 0.4      , 11/06/2018 00:15         
 , Calib    , 7        , Down     , 0.02     , 0.04     , Down     , Down     , 11.5     , Down     , 0.3      , 3.1      , 3.2      , 0.2      , 11/06/2018 00:20         
 , Calib    , 6        , Down     , 0.02     , 0.04     , Down     , Down     , 11.7     , Down     , 0.3      , 6.7      , 8.7      , 1.6      , 11/06/2018 00:25         
 , Calib    , 3        , Down     , 0.01     , 0.02     , Down     , Down     , 10.0     , Down     , 0.3      , 6.2      , 6.6      , 0.9      , 11/06/2018 00:30         
 , Calib    , -1       , Down     , 0.00     , 0.00     , Down     , Down     , 8.6      , Down     , 0.2      , 2.1      , 2.0      , 0.0      , 11/06/2018 00:35         
 , Calib    , -1       , Down     , 0.00     , 0.00     , Down     , Down     , 8.3      , Down     , 0.3      , 2.1      , 2.0      , 0.0      , 11/06/2018 00:40         
 , Calib    , 3        , Down     , 0.00     , 0.00     , Down     , Down     , 10.2     , Down     , 0.2      , 4.1      , 4.0      , 0.0      , 11/06/2018 00:45         
 , 0.0      , 5        , Down     , 0.00     , 0.00     , Down     , Down     , 10.1     , Down     , 0.2      , 7.7      , 9.0      , 1.4      , 11/06/2018 00:50         
 , 0.0      , 4        , Down     , 0.00     , 0.00     , Down     , Down     , 9.9      , Down     , 0.2      , 2.9      , 3.3      , 0.4      , 11/06/2018 00:55         
 , 0.0      , 2        , Down     , 0.00     , 0.02     , Down     , Down     , 8.5      , Down     , 0.3      , 2.9      , 3.0      , 0.0      , 11/06/2018 01:00         
 , 0.0      , 3        , Down     , 0.00     , 0.04     , Down     , Down     , 6.5      , Down     , 0.3      , 2.6      , 2.5      , 0.0      , 11/06/2018 01:05         
 , 0.0      , 6        , Down     , 0.00     , 0.04     , Down     , Down     , 3.4      , Down     , 0.2      , 2.4      , 2.4      , 0.0      , 11/06/2018 01:10         
 , 0.0      , 9        , Down     , 0.00     , 0.04     , Down     , Down     , 0.0      , Down     , 0.3      , 2.3      , 2.1      , 0.0      , 11/06/2018 01:15         
 , 0.0      , 10       , Down     , 0.00     , 0.04     , Down     , Down     , -3.5     , Down     , 0.3      , 3.6      , 3.7      , 0.0      , 11/06/2018 01:20         
 , 0.0      , 9        , Down     , 0.00     , 0.04     , Down     , Down     , -3.1     , Down     , 0.2      , 4.7      , 5.3      , 0.6      , 11/06/2018 01:25         
 , 0.0      , 4        , Down     , 0.01     , 0.04     , Down     , Down     , -3.1     , Down     , 0.2      , 2.0      , 1.9      , 0.0      , 11/06/2018 01:30         
 , 0.0      , 0        , Down     , 0.02     , 0.03     , Down     , Down     , -4.5     , Down     , 0.3      , 2.7      , 2.7      , 0.0      , 11/06/2018 01:35         
 , 0.0      , 2        , Down     , 0.02     , 0.03     , Down     , Down     , -4.0     , Down     , 0.2      , 2.8      , 2.9      , 0.0      , 11/06/2018 01:40         
 , 0.0      , 5        , Down     , 0.02     , 0.03     , Down     , Down     , -2.4     , Down     , 0.2      , 4.4      , 5.7      , 1.3      , 11/06/2018 01:45         
 , 0.0      , 6        , Down     , 0.02     , 0.03     , Down     , Down     , 0.8      , Down     , 0.2      , 2.5      , 2.5      , 0.1      , 11/06/2018 01:50         
 , 0.0      , 4        , Down     , 0.02     , 0.03     , Down     , Down     , 3.6      , Down     , 0.3      , 5.7      , 6.5      , 0.6      , 11/06/2018 01:55         
 , 0.0      , 3        , Down     , 0.01     , 0.03     , Down     , Down     , 5.6      , Down     , 0.2      , 9.0      , 9.4      , 0.4      , 11/06/2018 02:00         
 , 0.0      , 1        , Down     , 0.00     , 0.02     , Down     , Down     , 6.1      , Down     , 0.2      , 11.7     , 12.8     , 1.5      , 11/06/2018 02:05         
 , 0.0      , 2        , Down     , 0.00     , 0.02     , Down     , Down     , 7.5      , Down     , 0.3      , 1.7      , 1.5      , 0.0      , 11/06/2018 02:10         
 , 0.0      , 6        , Down     , 0.00     , 0.02     , Down     , Down     , 7.9      , Down     , 0.2      , 2.9      , 2.8      , 0.0      , 11/06/2018 02:15         
 , 0.0      , 8        , Down     , 0.00     , 0.02     , Down     , Down     , 8.3      , Down     , 0.2      , 2.6      , 2.4      , 0.0      , 11/06/2018 02:20         
 , 0.0      , 9        , Down     , 0.00     , 0.02     , Down     , Down     , 10.9     , Down     , 0.3      , 8.2      , 9.9      , 1.6      , 11/06/2018 02:25         
 , 0.0      , 6        , Down     , 0.00     , 0.02     , Down     , Down     , 10.5     , Down     , 0.3      , 8.1      , 9.5      , 1.5      , 11/06/2018 02:30         
 , 0.0      , 5        , Down     , 0.00     , 0.01     , Down     , Down     , 7.1      , Down     , 0.2      , 5.1      , 5.3      , 0.3      , 11/06/2018 02:35         
 , 0.0      , 5        , Down     , 0.00     , 0.01     , Down     , Down     , 6.8      , Down     , 0.4      , 10.9     , 13.1     , 1.6      , 11/06/2018 02:40         
 , 0.0      , 8        , Down     , 0.00     , 0.01     , Down     , Down     , 9.0      , Down     , 0.3      , 28.7     , 34.4     , 5.8      , 11/06/2018 02:45         
 , 0.0      , 8        , Down     , 0.00     , 0.01     , Down     , Down     , 13.2     , Down     , 0.3      , 13.7     , 14.9     , 1.4      , 11/06/2018 02:50         
 , 0.0      , 5        , Down     , 0.00     , 0.01     , Down     , Down     , 14.2     , Down     , 0.3      , 21.9     , 27.8     , 5.8      , 11/06/2018 02:55         
 , 0.0      , 5        , Down     , 0.00     , 0.01     , Down     , Down     , 16.0     , Down     , 0.3      , 11.5     , 12.5     , 1.3      , 11/06/2018 03:00         
 , 0.0      , 3        , Down     , 0.00     , 0.02     , Down     , Down     , 15.5     , Down     , 0.3      , 10.8     , 13.3     , 2.5      , 11/06/2018 03:05         
 , 0.0      , 2        , Down     , 0.00     , 0.02     , Down     , Down     , 16.4     , Down     , 0.3      , 8.4      , 9.3      , 0.8      , 11/06/2018 03:10         
 , 0.0      , 0        , Down     , 0.00     , 0.02     , Down     , Down     , 17.0     , Down     , 0.3      , 9.1      , 9.6      , 0.7      , 11/06/2018 03:15         
 , 0.0      , 1        , Down     , 0.00     , 0.02     , Down     , Down     , 17.3     , Down     , 0.2      , 3.8      , 4.1      , 0.4      , 11/06/2018 03:20         
 , 0.0      , 3        , Down     , 0.00     , 0.02     , Down     , Down     , 15.3     , Down     , 0.3      , 11.9     , 14.1     , 1.7      , 11/06/2018 03:25         
 , 0.0      , 4        , Down     , 0.00     , 0.03     , Down     , Down     , 11.9     , Down     , 0.3      , 16.8     , 19.6     , 3.0      , 11/06/2018 03:30         
 , 0.0      , 6        , Down     , 0.00     , 0.04     , Down     , Down     , 10.1     , Down     , 0.3      , 9.2      , 9.6      , 0.7      , 11/06/2018 03:35         
 , 0.0      , 6        , Down     , 0.00     , 0.04     , Down     , Down     , 8.3      , Down     , 0.2      , 4.0      , 4.7      , 0.7      , 11/06/2018 03:40         
 , 0.0      , 7        , Down     , 0.00     , 0.04     , Down     , Down     , 6.8      , Down     , 0.3      , 10.4     , 12.1     , 1.5      , 11/06/2018 03:45         
 , 0.0      , 9        , Down     , 0.00     , 0.04     , Down     , Down     , 6.4      , Down     , 0.3      , 17.2     , 19.9     , 2.7      , 11/06/2018 03:50         
 , 0.0      , 6        , Down     , 0.00     , 0.04     , Down     , Down     , 5.0      , Down     , 0.3      , 16.4     , 19.6     , 3.3      , 11/06/2018 03:55         
 , 0.0      , 6        , Down     , 0.00     , 0.04     , Down     , Down     , 6.4      , Down     , 0.3      , 26.2     , 32.6     , 5.6      , 11/06/2018 04:00         
 , 0.0      , 5        , Down     , 0.00     , 0.05     , Down     , Down     , 6.5      , Down     , 0.3      , 27.5     , 32.7     , 6.3      , 11/06/2018 04:05         
